項番,番号,都道府県,遺跡名,所在地,サンプル採取地点等,試料の種類,試料コード1,試料コード2,時代,時代詳細,時代コード,試料番号,測定方法,C14年代,C14年代±,暦年較正用C14年代,暦年較正用C14年代±,δ13C（AMS）,δ13C（AMS）±,δ13C（IRMS）,分析者（著者）,分析機関,刊行年,報告タイトル,ページ,備考,報告書名,発行者
60,22828,20：長野県,塚田遺跡,北佐久郡御代田町大字塩野字塚田,J-9住居址　Ⅰ区Ⅰ･Ⅱ層,炭化材,T,f,縄文時代前期前半,関山式,B,Gak-17302,β線法,6590,160,----,----,----,----,----,パリノ･サーヴェイ株式会社,学習院大学放射性炭素年代測定室,1994,塚田遺跡におけるC14年代測定,326-328,----,塚田遺跡,御代田町教育委員会
61,22827,20：長野県,塚田遺跡,北佐久郡御代田町大字塩野字塚田,J-5住居址　Ⅳ区Ⅱ層,炭化材,T,f,縄文時代前期前半,関山式,B,Gak-17301,β線法,Modern,----,----,----,----,----,----,パリノ･サーヴェイ株式会社,学習院大学放射性炭素年代測定室,1994,塚田遺跡におけるC14年代測定,326-328,----,塚田遺跡,御代田町教育委員会
62,22825,20：長野県,塚田遺跡,北佐久郡御代田町大字塩野字塚田,J-3住居址,炭化材,T,f,縄文時代前期前半,関山式,B,Gak-17299,β線法,6530,110,----,----,----,----,----,パリノ･サーヴェイ株式会社,学習院大学放射性炭素年代測定室,1994,塚田遺跡におけるC14年代測定,326-328,----,塚田遺跡,御代田町教育委員会
63,22371,20：長野県,塩倉池遺跡,松本市岡田下岡田,5号住　覆土中　住居跡内東部,炭化材(クリ),T,f,縄文時代中期中葉,----,B,IAAA-41741,AMS法,4620,40,4616,41,-20.82,0.77,----,パリノ･サーヴェイ株式会社,(株)加速器分析研究所,2005,塩倉池遺跡の自然科学分析,22-23,----,松本市文化財調査報告178　塩倉池遺跡Ⅳ　塚山古墳群-緊急発掘調査報告書-,松本市教育委員会
64,22370,20：長野県,塩倉池遺跡,松本市岡田下岡田,5号住　覆土中　住居跡内南部,炭化材(クリ),T,f,縄文時代中期中葉,----,B,IAAA-41740,AMS法,4500,50,4500,45,-27.13,0.94,----,パリノ･サーヴェイ株式会社,(株)加速器分析研究所,2005,塩倉池遺跡の自然科学分析,22-23,----,松本市文化財調査報告178　塩倉池遺跡Ⅳ　塚山古墳群-緊急発掘調査報告書-,松本市教育委員会
65,22756,20：長野県,塩崎城見山砦遺跡,長野市篠ノ井塩崎字金山,SK80,炭化材,T,f,縄文時代,----,B,GaK-16497,β線法,5500,180,----,----,----,----,----,パリノ･サーヴェイ株式会社,学習院大学放射性炭素年代測定室,1994,塩崎城見山砦遺跡の土坑の内容物推定および14C年代測定,290-294,----,(財)長野県埋蔵文化財センター発掘調査報告書16　中央自動車道長野線埋蔵文化財発掘調査報告書13　更埴市内･長野市内その1,日本道路公団名古屋建設局　長野県教育委員会　(財)長野県埋蔵文化財センター
66,22755,20：長野県,塩崎城見山砦遺跡,長野市篠ノ井塩崎字金山,SK79,炭化材,T,f,縄文時代,----,B,GaK-16496,β線法,5670,150,----,----,----,----,----,パリノ･サーヴェイ株式会社,学習院大学放射性炭素年代測定室,1994,塩崎城見山砦遺跡の土坑の内容物推定および14C年代測定,290-294,----,(財)長野県埋蔵文化財センター発掘調査報告書16　中央自動車道長野線埋蔵文化財発掘調査報告書13　更埴市内･長野市内その1,日本道路公団名古屋建設局　長野県教育委員会　(財)長野県埋蔵文化財センター
67,22754,20：長野県,塩崎城見山砦遺跡,長野市篠ノ井塩崎字金山,SK77,炭化材,T,f,縄文時代,----,B,GaK-16495,β線法,5460,110,----,----,----,----,----,パリノ･サーヴェイ株式会社,学習院大学放射性炭素年代測定室,1994,塩崎城見山砦遺跡の土坑の内容物推定および14C年代測定,290-294,----,(財)長野県埋蔵文化財センター発掘調査報告書16　中央自動車道長野線埋蔵文化財発掘調査報告書13　更埴市内･長野市内その1,日本道路公団名古屋建設局　長野県教育委員会　(財)長野県埋蔵文化財センター
68,22350,20：長野県,塩田若宮遺跡,安曇野市明科東川手,SB1　覆土1,炭化材(クリ近似種),T,f,縄文時代中期後葉?後期初頭,----,B,IAAA-91902,AMS法,3990,30,3992,32,-25.46,0.55,----,(株)加速器分析研究所,(株)加速器分析研究所,2011,塩田若宮遺跡における放射性炭素年代(AMS測定),46-49,----,安曇野市の埋蔵文化財第4集　平成21年度安曇野市埋蔵文化財発掘調査報告書　塩田若宮遺跡(第2次),安曇野市教育委員会
69,22349,20：長野県,塩田若宮遺跡,安曇野市明科東川手,SB1,炭化材(カツラ),T,f,縄文時代中期後葉?後期初頭,----,B,IAAA-91901,AMS法,4080,40,4082,34,-24.86,0.58,----,(株)加速器分析研究所,(株)加速器分析研究所,2011,塩田若宮遺跡における放射性炭素年代(AMS測定),46-49,----,安曇野市の埋蔵文化財第4集　平成21年度安曇野市埋蔵文化財発掘調査報告書　塩田若宮遺跡(第2次),安曇野市教育委員会
70,22765,20：長野県,大石遺跡,諏訪郡原村菖蒲沢大石,32号住居,炭化物,T,h,縄文時代前期,神ノ木式,B,Gak-8673,β線法,5420,100,----,----,----,----,----,木越邦彦(学習院大学),学習院大学,1976,放射性炭素年代測定結果報告,144,----,長野県中央道埋蔵文化財包含地発掘調査報告書?茅野市･原村その1富士見町その2?,日本道路公団名古屋建設局　長野県教育委員会
71,22764,20：長野県,大石遺跡,諏訪郡原村菖蒲沢大石,16号住居,炭化物,T,h,縄文時代中期中葉,狢沢式期,B,Gak-8672,β線法,5240,170,----,----,----,----,----,木越邦彦(学習院大学),学習院大学,1976,放射性炭素年代測定結果報告,144,----,長野県中央道埋蔵文化財包含地発掘調査報告書?茅野市･原村その1富士見町その2?,日本道路公団名古屋建設局　長野県教育委員会
72,22841,20：長野県,天神小根遺跡,佐久市志賀字天神小根,不明,炭化物,T,h,不明,----,ABCDEFGH,Beta-150648,AMS法,13290,80,----,----,----,----,-25.2,株式会社古環境研究所,株式会社古環境研究所,2006,放射性炭素年代測定,9,----,佐久市埋蔵文化財調査報告書第136集　細石刃石器群･駒込頁岩原産地遺跡　天神小根遺跡,佐久市教育委員会
73,22840,20：長野県,天神小根遺跡,佐久市志賀字天神小根,不明,炭化物,T,h,不明,----,ABCDEFGH,Beta-150647,AMS法,14770,80,----,----,----,----,-25.9,株式会社古環境研究所,株式会社古環境研究所,2006,放射性炭素年代測定,9,----,佐久市埋蔵文化財調査報告書第136集　細石刃石器群･駒込頁岩原産地遺跡　天神小根遺跡,佐久市教育委員会
74,23093,20：長野県,宮沖遺跡,中野市豊津,10トレンチ北壁8層,炭化物,T,h,不明,----,ABCDEFGH,Beta-227326,AMS法,380,40,----,----,----,----,-28.1,株式会社古環境研究所,Beta Analytic Inc,2013,放射性炭素年代測定,付属DVD,----,長野県埋蔵文化財センター発掘調査報告書99　中野市川久保･宮沖遺跡　千曲川替佐･柳沢築堤事業関連埋蔵文化財発掘調査報告書　中野市内その2,国土交通省北陸地方整備局　長野県埋蔵文化財センター
75,23094,20：長野県,宮沖遺跡,中野市豊津,14トレンチ北壁6層,炭化物,T,h,不明,----,ABCDEFGH,Beta-227327,AMS法,200,40,----,----,----,----,-24.8,株式会社古環境研究所,Beta Analytic Inc,2013,放射性炭素年代測定,付属DVD,----,長野県埋蔵文化財センター発掘調査報告書99　中野市川久保･宮沖遺跡　千曲川替佐･柳沢築堤事業関連埋蔵文化財発掘調査報告書　中野市内その2,国土交通省北陸地方整備局　長野県埋蔵文化財センター
76,23095,20：長野県,宮沖遺跡,中野市豊津,14トレンチ北壁8層,炭化物,T,h,不明,----,ABCDEFGH,Beta-227328,AMS法,280,40,----,----,----,----,-24.8,株式会社古環境研究所,Beta Analytic Inc,2013,放射性炭素年代測定,付属DVD,----,長野県埋蔵文化財センター発掘調査報告書99　中野市川久保･宮沖遺跡　千曲川替佐･柳沢築堤事業関連埋蔵文化財発掘調査報告書　中野市内その2,国土交通省北陸地方整備局　長野県埋蔵文化財センター
77,23092,20：長野県,宮沖遺跡,中野市豊津,9トレンチ北壁12層,堆積物,T,k,不明,----,ABCDEFGH,Beta-227325,AMS法,1760,40,----,----,----,----,-22,株式会社古環境研究所,Beta Analytic Inc,2013,放射性炭素年代測定,付属DVD,----,長野県埋蔵文化財センター発掘調査報告書99　中野市川久保･宮沖遺跡　千曲川替佐･柳沢築堤事業関連埋蔵文化財発掘調査報告書　中野市内その2,国土交通省北陸地方整備局　長野県埋蔵文化財センター
78,22605,20：長野県,屋代遺跡群,千曲市雨宮･屋代,ⅩⅣ-1層　SB5401,炭化材,T,f,縄文時代前期中葉,----,B,Beta-119450,AMS法,4550,60,----,----,----,----,-26.3,(財)長野県埋蔵文化財センター,Beta Analytic Inc,2000,暦年代への比定,84-90,----,長野県埋蔵文化財センター発掘調査報告書54　上信越自動車道埋蔵文化財発掘調査報告書28　更埴市内その7　更埴条里遺跡･屋代遺跡群(含む大境遺跡･窪河原遺跡)?総論編ー,(財)長野県文化振興事業団長野県埋蔵文化財センター
79,22604,20：長野県,屋代遺跡群,千曲市雨宮･屋代,?-2層　SB5345　壁材,炭化材,T,f,縄文時代中期後葉,----,B,Beta-119446,AMS法,5790,100,----,----,----,----,-26.7,(財)長野県埋蔵文化財センター,Beta Analytic Inc,2000,暦年代への比定,84-90,----,長野県埋蔵文化財センター発掘調査報告書54　上信越自動車道埋蔵文化財発掘調査報告書28　更埴市内その7　更埴条里遺跡･屋代遺跡群(含む大境遺跡･窪河原遺跡)?総論編ー,(財)長野県文化振興事業団長野県埋蔵文化財センター
80,22603,20：長野県,屋代遺跡群,千曲市雨宮･屋代,?-2層　SB5345,炭化材,T,f,縄文時代中期後葉,----,B,Beta-119444,AMS法,4180,40,----,----,----,----,-25.4,(財)長野県埋蔵文化財センター,Beta Analytic Inc,2000,暦年代への比定,84-90,----,長野県埋蔵文化財センター発掘調査報告書54　上信越自動車道埋蔵文化財発掘調査報告書28　更埴市内その7　更埴条里遺跡･屋代遺跡群(含む大境遺跡･窪河原遺跡)?総論編ー,(財)長野県文化振興事業団長野県埋蔵文化財センター
81,22602,20：長野県,屋代遺跡群,千曲市雨宮･屋代,?-2層　SB5345,炭化材,T,f,縄文時代中期後葉,----,B,Beta-119445,AMS法,4150,40,----,----,----,----,-26.4,(財)長野県埋蔵文化財センター,Beta Analytic Inc,2000,暦年代への比定,84-90,----,長野県埋蔵文化財センター発掘調査報告書54　上信越自動車道埋蔵文化財発掘調査報告書28　更埴市内その7　更埴条里遺跡･屋代遺跡群(含む大境遺跡･窪河原遺跡)?総論編ー,(財)長野県文化振興事業団長野県埋蔵文化財センター
82,22601,20：長野県,屋代遺跡群,千曲市雨宮･屋代,"?-2層　SB5341　炉2""",炭化材,T,f,縄文時代中期後葉,----,B,Beta-119448,AMS法,4260,50,----,----,----,----,-25.9,(財)長野県埋蔵文化財センター,Beta Analytic Inc,2000,暦年代への比定,84-90,----,長野県埋蔵文化財センター発掘調査報告書54　上信越自動車道埋蔵文化財発掘調査報告書28　更埴市内その7　更埴条里遺跡･屋代遺跡群(含む大境遺跡･窪河原遺跡)?総論編ー,(財)長野県文化振興事業団長野県埋蔵文化財センター
83,22574,20：長野県,屋代遺跡群,千曲市雨宮･屋代,Ⅶ層上面　炭化物集中3,炭化材,T,f,縄文時代晩期後半?,----,B,Gak-17259,β線法,2570,90,----,----,----,----,----,(財)長野県埋蔵文化財センター,学習院大学,2000,暦年代への比定,84-90,----,長野県埋蔵文化財センター発掘調査報告書54　上信越自動車道埋蔵文化財発掘調査報告書28　更埴市内その7　更埴条里遺跡･屋代遺跡群(含む大境遺跡･窪河原遺跡)?総論編ー,(財)長野県文化振興事業団長野県埋蔵文化財センター
84,22577,20：長野県,屋代遺跡群,千曲市雨宮･屋代,Ⅷ層　西壁炭化物集中,炭化材,T,f,縄文時代晩期前半,----,B,不明,β線法,2420,100,----,----,----,----,----,(財)長野県埋蔵文化財センター,学習院大学,2000,暦年代への比定,84-90,----,長野県埋蔵文化財センター発掘調査報告書54　上信越自動車道埋蔵文化財発掘調査報告書28　更埴市内その7　更埴条里遺跡･屋代遺跡群(含む大境遺跡･窪河原遺跡)?総論編ー,(財)長野県文化振興事業団長野県埋蔵文化財センター
85,22584,20：長野県,屋代遺跡群,千曲市雨宮･屋代,Ⅸ層中部　SK1110,炭化材,T,f,縄文時代後期,----,B,Gak-17258,AMS法,3660,90,----,----,----,----,----,(財)長野県埋蔵文化財センター,Beta Analytic Inc,2000,暦年代への比定,84-90,----,長野県埋蔵文化財センター発掘調査報告書54　上信越自動車道埋蔵文化財発掘調査報告書28　更埴市内その7　更埴条里遺跡･屋代遺跡群(含む大境遺跡･窪河原遺跡)?総論編ー,(財)長野県文化振興事業団長野県埋蔵文化財センター
86,22585,20：長野県,屋代遺跡群,千曲市雨宮･屋代,Ⅸ層中部　SK1100,炭化材,T,f,縄文時代後期,----,B,Beta-126278,β線法,3270,40,----,----,----,----,----,(財)長野県埋蔵文化財センター,学習院大学,2000,暦年代への比定,84-90,----,長野県埋蔵文化財センター発掘調査報告書54　上信越自動車道埋蔵文化財発掘調査報告書28　更埴市内その7　更埴条里遺跡･屋代遺跡群(含む大境遺跡･窪河原遺跡)?総論編ー,(財)長野県文化振興事業団長野県埋蔵文化財センター
87,22596,20：長野県,屋代遺跡群,千曲市雨宮･屋代,?-1層　SF4804,炭化材,T,f,縄文時代後期前葉,----,B,Beta-126279,β線法,3690,40,----,----,----,----,----,(財)長野県埋蔵文化財センター,学習院大学,2000,暦年代への比定,84-90,----,長野県埋蔵文化財センター発掘調査報告書54　上信越自動車道埋蔵文化財発掘調査報告書28　更埴市内その7　更埴条里遺跡･屋代遺跡群(含む大境遺跡･窪河原遺跡)?総論編ー,(財)長野県文化振興事業団長野県埋蔵文化財センター
