"","LabCode","SampleID","CombineGroup","Region","SiteID","Site_Name_JP","Site_Address_JP","Context_JP","MaterialType_JP","MaterialType_En","PotteryPhase_JP","Phase","Phase_Details","PhaseAnalysis","CRA","Error","Delta13C","Delta13CError","Source"
"66","MTC-5102","IK-68",NA,"Tohoku",64,"九年橋遺跡","岩手県北上市","11次","土器付着物","Ceramic Organic Residue","大洞A1式","B5","","B5",2520,35,"-25.9","","小林謙一・坂本　稔・尾嵜大真・新免歳靖・松崎浩之2005「北上市内遺跡出土土器付着物の14C年代測定(2)」『北上市埋蔵文化財年報（2003年度）』北上市立埋蔵文化財センター"
"67","MTC-5104","IK-70",NA,"Tohoku",64,"九年橋遺跡","岩手県北上市","11次,F8,ア6b層,521-2,16058,F-08-4層,","土器付着物","Ceramic Organic Residue","大洞B-C2式","B2","","B2",3000,35,"-25.9","","小林謙一・坂本　稔・尾嵜大真・新免歳靖・松崎浩之2005「北上市内遺跡出土土器付着物の14C年代測定(2)」『北上市埋蔵文化財年報（2003年度）』北上市立埋蔵文化財センター"
"68","PLD-7802","IK-74",NA,"Tohoku",64,"九年橋遺跡","岩手県北上市","4次,大14,H15,13D","土器付着物","Ceramic Organic Residue","大洞C2式","B4","","B4",2595,25,"-28.88","0.21","小林謙一・遠部慎2007「岩手県北上市内遺跡出土試料の14C年代測定成果」『北上市埋蔵文化財年報』（2005年度）,北上市立埋蔵文化財センター"
"69","PLD-7803","IK-76 ",4,"Tohoku",64,"九年橋遺跡","岩手県北上市","大86,H9,ア10層,15192","土器付着物","Ceramic Organic Residue","大洞C2式","B4","","B4",2575,20,"-29.09","0.16","小林謙一・遠部慎2007「岩手県北上市内遺跡出土試料の14C年代測定成果」『北上市埋蔵文化財年報』（2005年度）,北上市立埋蔵文化財センター"
"70","PLD-7804","IK-76 ",4,"Tohoku",64,"九年橋遺跡","岩手県北上市","大86,H9,ア10層,15192","土器付着物","Ceramic Organic Residue","大洞C2式","B4","","B4",2515,25,"-29.72","0.23","小林謙一・遠部慎2007「岩手県北上市内遺跡出土試料の14C年代測定成果」『北上市埋蔵文化財年報』（2005年度）,北上市立埋蔵文化財センター"
"71","PLD-7805","IK-81",NA,"Tohoku",64,"九年橋遺跡","岩手県北上市","11次,大86,H6,イ10層","土器付着物","Ceramic Organic Residue","大洞C2式","B4","","B4",2545,35,"-45.77","1.2","小林謙一・遠部慎2007「岩手県北上市内遺跡出土試料の14C年代測定成果」『北上市埋蔵文化財年報』（2005年度）,北上市立埋蔵文化財センター"
"72","PLD-7807","IK-82 ",NA,"Tohoku",64,"九年橋遺跡","岩手県北上市","11次,大86,H6,ア9層,No15716","土器付着物","Ceramic Organic Residue","大洞C2式","B4","","B4",2520,20,"-28.25","0.15","小林謙一・遠部慎2007「岩手県北上市内遺跡出土試料の14C年代測定成果」『北上市埋蔵文化財年報』（2005年度）,北上市立埋蔵文化財センター"
"73","PLD-7809","IK-83 ",NA,"Tohoku",64,"九年橋遺跡","岩手県北上市","11次,大86,H6,イ10層,No15737","土器付着物","Ceramic Organic Residue","大洞C2式","B4","","B4",2495,30,"-26.96","0.21","小林謙一・遠部慎2007「岩手県北上市内遺跡出土試料の14C年代測定成果」『北上市埋蔵文化財年報』（2005年度）,北上市立埋蔵文化財センター"
"74","IAAA-40514","IWGS-u2",NA,"Tohoku",215,"山井遺跡","岩手県一戸町","YI,Ⅵ,No2","漆","Lacquer","大洞B1式","B1","","B1",2940,40,"-31.47","0.73",""
"75","MTC-7449","IWM-199",NA,"Tohoku",162,"大橋遺跡","岩手県北上市和賀町横川目6地割38他","H14年度,9J2,南盛土B④,4層","土器付着物","Ceramic Organic Residue","大洞C2式","B4","","B4",2490,190,"-27.2","","遠部　慎・小林謙一・坂本　稔・尾嵜大真・宮田佳樹・新免歳靖・松崎浩之2006「2 岩手県北上市大橋遺跡出土試料の14C年代測定」『大橋遺跡発掘調査報告書』岩手県文化振興事業団埋蔵文化財調査報告書第481集, 中山間総合整備事業岩間地区関連遺跡発掘調査（第1分冊　本文・観察表編）,2006, 岩手県北上地方振興局農林部農村整備室"
"76","MTC-7576","IWM-199 ",NA,"Tohoku",162,"大橋遺跡","岩手県北上市和賀町横川目6地割38他","H14年度,9J2,南盛土B④,4層","土器付着物","Ceramic Organic Residue","大洞C2式","B4","","B4",2590,60,"-27","","遠部　慎・小林謙一・坂本　稔・尾嵜大真・宮田佳樹・新免歳靖・松崎浩之2006「2 岩手県北上市大橋遺跡出土試料の14C年代測定」『大橋遺跡発掘調査報告書』岩手県文化振興事業団埋蔵文化財調査報告書第481集, 中山間総合整備事業岩間地区関連遺跡発掘調査（第1分冊　本文・観察表編）,2006, 岩手県北上地方振興局農林部農村整備室"
"77","BETA-214205","IWM-201 ",NA,"Tohoku",162,"大橋遺跡","岩手県北上市和賀町横川目6地割38他","H14年度,9L10,最下層","土器付着物","Ceramic Organic Residue","大洞C2式","B4","","B4",2810,40,"-26.2","","遠部　慎・小林謙一・坂本　稔・尾嵜大真・宮田佳樹・新免歳靖・松崎浩之2006「2 岩手県北上市大橋遺跡出土試料の14C年代測定」『大橋遺跡発掘調査報告書』岩手県文化振興事業団埋蔵文化財調査報告書第481集, 中山間総合整備事業岩間地区関連遺跡発掘調査（第1分冊　本文・観察表編）,2006, 岩手県北上地方振興局農林部農村整備室"
"78","MTC-7451","IWM-311 b",NA,"Tohoku",162,"大橋遺跡","岩手県北上市和賀町横川目6地割38他","H14年度,9J2,南盛土B④,2層","土器付着物","Ceramic Organic Residue","大洞C2式","B4","","B4",2430,50,"-26.1","","遠部　慎・小林謙一・坂本　稔・尾嵜大真・宮田佳樹・新免歳靖・松崎浩之2006「2 岩手県北上市大橋遺跡出土試料の14C年代測定」『大橋遺跡発掘調査報告書』岩手県文化振興事業団埋蔵文化財調査報告書第481集, 中山間総合整備事業岩間地区関連遺跡発掘調査（第1分冊　本文・観察表編）,2006, 岩手県北上地方振興局農林部農村整備室"
"79","MTC-5957","IWM-354",5,"Tohoku",162,"大橋遺跡","岩手県北上市和賀町横川目6地割38他","H14年度,8J19,南盛土B⑤,3層","土器付着物","Ceramic Organic Residue","大洞C2式","B4","","B4",2630,45,"-28.1","","遠部　慎・小林謙一・坂本　稔・尾嵜大真・宮田佳樹・新免歳靖・松崎浩之2006「2 岩手県北上市大橋遺跡出土試料の14C年代測定」『大橋遺跡発掘調査報告書』岩手県文化振興事業団埋蔵文化財調査報告書第481集, 中山間総合整備事業岩間地区関連遺跡発掘調査（第1分冊　本文・観察表編）,2006, 岩手県北上地方振興局農林部農村整備室"
"80","MTC-7452","IWM-354",5,"Tohoku",162,"大橋遺跡","岩手県北上市和賀町横川目6地割38他","H14年度,8J19,南盛土B⑤,3層","土器付着物","Ceramic Organic Residue","大洞C2式","B4","","B4",2650,45,"-27.7","","遠部　慎・小林謙一・坂本　稔・尾嵜大真・宮田佳樹・新免歳靖・松崎浩之2006「2 岩手県北上市大橋遺跡出土試料の14C年代測定」『大橋遺跡発掘調査報告書』岩手県文化振興事業団埋蔵文化財調査報告書第481集, 中山間総合整備事業岩間地区関連遺跡発掘調査（第1分冊　本文・観察表編）,2006, 岩手県北上地方振興局農林部農村整備室"
"81","MTC-5958","IWM-380 b",NA,"Tohoku",162,"大橋遺跡","岩手県北上市和賀町横川目6地割38他","H14年度,8J23,南盛土B⑭,3層","土器付着物","Ceramic Organic Residue","大洞C2式","B4","","B4",2875,45,"-27.4","","遠部　慎・小林謙一・坂本　稔・尾嵜大真・宮田佳樹・新免歳靖・松崎浩之2006「2 岩手県北上市大橋遺跡出土試料の14C年代測定」『大橋遺跡発掘調査報告書』岩手県文化振興事業団埋蔵文化財調査報告書第481集, 中山間総合整備事業岩間地区関連遺跡発掘調査（第1分冊　本文・観察表編）,2006, 岩手県北上地方振興局農林部農村整備室"
"82","BETA-214676","IWM-425 ",NA,"Tohoku",162,"大橋遺跡","岩手県北上市和賀町横川目6地割38他","H14年度,9L19,南盛土B②,10・11層","土器付着物","Ceramic Organic Residue","大洞C1式","B3","","B3",2760,40,"-27.1","","遠部　慎・小林謙一・坂本　稔・尾嵜大真・宮田佳樹・新免歳靖・松崎浩之2006「2 岩手県北上市大橋遺跡出土試料の14C年代測定」『大橋遺跡発掘調査報告書』岩手県文化振興事業団埋蔵文化財調査報告書第481集, 中山間総合整備事業岩間地区関連遺跡発掘調査（第1分冊　本文・観察表編）,2006, 岩手県北上地方振興局農林部農村整備室"
"83","MTC-6399","IWM-467 ",NA,"Tohoku",162,"大橋遺跡","岩手県北上市和賀町横川目6地割38他","H14年度,9J1～3,No12,南盛土④１3層","土器付着物","Ceramic Organic Residue","大洞C2式","B4","","B4",2765,30,"-27.1","","遠部　慎・小林謙一・坂本　稔・尾嵜大真・宮田佳樹・新免歳靖・松崎浩之2006「2 岩手県北上市大橋遺跡出土試料の14C年代測定」『大橋遺跡発掘調査報告書』岩手県文化振興事業団埋蔵文化財調査報告書第481集, 中山間総合整備事業岩間地区関連遺跡発掘調査（第1分冊　本文・観察表編）,2006, 岩手県北上地方振興局農林部農村整備室"
"84","MTC-7454","IWM-474 a-ad",NA,"Tohoku",162,"大橋遺跡","岩手県北上市和賀町横川目6地割38他","H14年度,9J7,南盛土B⑩,13層","土器付着物","Ceramic Organic Residue","大洞C2式","B4","","B4",2855,50,"-24.9","","遠部　慎・小林謙一・坂本　稔・尾嵜大真・宮田佳樹・新免歳靖・松崎浩之2006「2 岩手県北上市大橋遺跡出土試料の14C年代測定」『大橋遺跡発掘調査報告書』岩手県文化振興事業団埋蔵文化財調査報告書第481集, 中山間総合整備事業岩間地区関連遺跡発掘調査（第1分冊　本文・観察表編）,2006, 岩手県北上地方振興局農林部農村整備室"
"85","MTC-7166","IWM-483 ad",NA,"Tohoku",162,"大橋遺跡","岩手県北上市和賀町横川目6地割38他","H14年度,9J3,南盛土B④,8・12層","土器付着物","Ceramic Organic Residue","大洞C2式","B4","","B4",2740,30,"-26.4","","遠部　慎・小林謙一・坂本　稔・尾嵜大真・宮田佳樹・新免歳靖・松崎浩之2006「2 岩手県北上市大橋遺跡出土試料の14C年代測定」『大橋遺跡発掘調査報告書』岩手県文化振興事業団埋蔵文化財調査報告書第481集, 中山間総合整備事業岩間地区関連遺跡発掘調査（第1分冊　本文・観察表編）,2006, 岩手県北上地方振興局農林部農村整備室"
"86","MTC-6400","IWM-683",NA,"Tohoku",162,"大橋遺跡","岩手県北上市和賀町横川目6地割38他","H14年度,9J7,No212,南盛土B④,6層","土器付着物","Ceramic Organic Residue","大洞C2式","B4","","B4",2815,30,"-24.6","","遠部　慎・小林謙一・坂本　稔・尾嵜大真・宮田佳樹・新免歳靖・松崎浩之2006「2 岩手県北上市大橋遺跡出土試料の14C年代測定」『大橋遺跡発掘調査報告書』岩手県文化振興事業団埋蔵文化財調査報告書第481集, 中山間総合整備事業岩間地区関連遺跡発掘調査（第1分冊　本文・観察表編）,2006, 岩手県北上地方振興局農林部農村整備室"
"87","BETA-215018","IWM-744 b-ad",NA,"Tohoku",162,"大橋遺跡","岩手県北上市和賀町横川目6地割38他","H14年度,9J11,南盛土B③,1層","土器付着物","Ceramic Organic Residue","大洞C2式","B4","","B4",2730,40,"-25.6","","遠部　慎・小林謙一・坂本　稔・尾嵜大真・宮田佳樹・新免歳靖・松崎浩之2006「2 岩手県北上市大橋遺跡出土試料の14C年代測定」『大橋遺跡発掘調査報告書』岩手県文化振興事業団埋蔵文化財調査報告書第481集, 中山間総合整備事業岩間地区関連遺跡発掘調査（第1分冊　本文・観察表編）,2006, 岩手県北上地方振興局農林部農村整備室"
"88","MTC-6402","IWM-820",NA,"Tohoku",162,"大橋遺跡","岩手県北上市和賀町横川目6地割38他","H14年度,9J12,No217,南盛土B③,27層","土器付着物","Ceramic Organic Residue","大洞C2式","B4","","B4",2785,30,"-26.9","","遠部　慎・小林謙一・坂本　稔・尾嵜大真・宮田佳樹・新免歳靖・松崎浩之2006「2 岩手県北上市大橋遺跡出土試料の14C年代測定」『大橋遺跡発掘調査報告書』岩手県文化振興事業団埋蔵文化財調査報告書第481集, 中山間総合整備事業岩間地区関連遺跡発掘調査（第1分冊　本文・観察表編）,2006, 岩手県北上地方振興局農林部農村整備室"
"89","MTC-5964","IWM-869 ",6,"Tohoku",162,"大橋遺跡","岩手県北上市和賀町横川目6地割38他","H14年度,9J2・3,南盛土B④,9,10,11,12層","土器付着物","Ceramic Organic Residue","大洞C2式","B4","","B4",2780,40,"-24.4","","遠部　慎・小林謙一・坂本　稔・尾嵜大真・宮田佳樹・新免歳靖・松崎浩之2006「2 岩手県北上市大橋遺跡出土試料の14C年代測定」『大橋遺跡発掘調査報告書』岩手県文化振興事業団埋蔵文化財調査報告書第481集, 中山間総合整備事業岩間地区関連遺跡発掘調査（第1分冊　本文・観察表編）,2006, 岩手県北上地方振興局農林部農村整備室"
"90","MTC-7458","IWM-869 ",6,"Tohoku",162,"大橋遺跡","岩手県北上市和賀町横川目6地割38他","H14年度,9J2・3,南盛土B④,9,10,11,12層","土器付着物","Ceramic Organic Residue","大洞C2式","B4","","B4",2770,50,"-25.2","","遠部　慎・小林謙一・坂本　稔・尾嵜大真・宮田佳樹・新免歳靖・松崎浩之2006「2 岩手県北上市大橋遺跡出土試料の14C年代測定」『大橋遺跡発掘調査報告書』岩手県文化振興事業団埋蔵文化財調査報告書第481集, 中山間総合整備事業岩間地区関連遺跡発掘調査（第1分冊　本文・観察表編）,2006, 岩手県北上地方振興局農林部農村整備室"
"91","MTC-5965","IWM-877",NA,"Tohoku",162,"大橋遺跡","岩手県北上市和賀町横川目6地割38他","H14年度,9J7,南盛土B⑩,8層","土器付着物","Ceramic Organic Residue","大洞C2式","B4","","B4",2865,40,"-23.7","","遠部　慎・小林謙一・坂本　稔・尾嵜大真・宮田佳樹・新免歳靖・松崎浩之2006「2 岩手県北上市大橋遺跡出土試料の14C年代測定」『大橋遺跡発掘調査報告書』岩手県文化振興事業団埋蔵文化財調査報告書第481集, 中山間総合整備事業岩間地区関連遺跡発掘調査（第1分冊　本文・観察表編）,2006, 岩手県北上地方振興局農林部農村整備室"
"92","MTC-5966","IWM-880 b",NA,"Tohoku",162,"大橋遺跡","岩手県北上市和賀町横川目6地割38他","H14年度,9J2,南盛土B④,12層","土器付着物","Ceramic Organic Residue","大洞C2式","B4","","B4",2750,40,"-24.7","","遠部　慎・小林謙一・坂本　稔・尾嵜大真・宮田佳樹・新免歳靖・松崎浩之2006「2 岩手県北上市大橋遺跡出土試料の14C年代測定」『大橋遺跡発掘調査報告書』岩手県文化振興事業団埋蔵文化財調査報告書第481集, 中山間総合整備事業岩間地区関連遺跡発掘調査（第1分冊　本文・観察表編）,2006, 岩手県北上地方振興局農林部農村整備室"
"93","IAAA-41906","IWM-4",7,"Tohoku",487,"金附遺跡","岩手県北上市","NⅢ区,16区,４層,C2415","土器付着物","Ceramic Organic Residue","大洞A'(砂沢式併行）同個","B6","","B6",2440,40,"","","小林謙一・坂本　稔・尾嵜大真・新免歳靖・村本周三・金子昭彦2006「8 岩手県北上市金附遺跡出土試料の14C年代測定」『金附遺跡発掘調査報告書』岩手県文化振興事業団埋蔵文化財調査報告書第482集,　緊急地方道路整備事業関連遺跡発掘調査　県営ほ場整備事業下門岡地区関連遺跡発掘調査（第1分冊　本文、遺構・分析・考察編）,岩手県北上地方振興局土木部,　岩手県北上地方振興局農林部農村整備室, (財)　岩手県文化振興事業団埋蔵文化財センター"
